graph_path;num_irred_sph;num_irred_aff;num_sph_rank_dm;num_sph_rank_d;num_aff_rank_dm;compact;finvol;time;comment
Tumarkin simplices/6-tum04_09_13-k=4-l=4-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/6-tum04_09_13-k=4-l=4-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/6-tum04_09_13-k=4-l=4-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/6-tum04_09_14-k=2-drop_7.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_01-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_01-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_01-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_01-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_02-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_02-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_02-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_03-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_03-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_04-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_04-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_05-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_05-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_05-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_06-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_06-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_06-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_06-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_06-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_07-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_07-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_07-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_07-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_08-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_08-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_08-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_09-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_09-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_09-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_10-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_10-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_10-drop_4.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_10-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_11-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_11-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_11-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_12-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_12-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_13-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_14-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_15-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_15-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_16-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_16-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_18-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_18-drop_7.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_18-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_18-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_20-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_21-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_21-k=2-drop_5.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_21-k=2-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_21-k=3-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_21-k=3-drop_5.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=2-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=2-drop_5.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=2-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=3-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=3-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_22-k=3-drop_5.coxiter;;;;;;false;false;;
Tumarkin simplices/7-tum04_10_23-k=2-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_01-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_01-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_01-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_02-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_02-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_02-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_02-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_03-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_03-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_03-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_03-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_03-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_04-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_04-drop_7.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_05-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_05-drop_7.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_05-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_06-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_06-k=2-drop_6.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_06-k=2-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_06-k=3-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_06-k=3-drop_6.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_07-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_08-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_08-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_09-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_09-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_09-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_10-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_10-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_10-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_11-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_11-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_11-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_11-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=2-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=2-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=2-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=3-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=3-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_12-k=3-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_13-k=2-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_13-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_13-k=2-drop_8.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_13-k=3-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/8-tum04_11_13-k=3-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_01-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_01-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_02-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_02-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_02-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_03-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_03-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_03-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_03-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_04-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_04-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_04-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_04-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_05-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_05-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_05-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_05-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_05-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_2.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_3.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_06-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_07-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_07-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_08-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_08-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_08-drop_9.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_09-k=2-drop_10.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_09-k=2-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_09-k=2-drop_1.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_09-k=3-drop_11.coxiter;;;;;;false;false;;
Tumarkin simplices/9-tum04_11_09-k=3-drop_1.coxiter;;;;;;false;false;;

Tumarkin pyramids n+2/10-tum04_12_01-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/10-tum04_12_01-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/10-tum04_12_01-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/10-tum04_12_01-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/10-tum04_12_01-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/10-tum04_12_01-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/11-tum04_12_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/11-tum04_12_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/11-tum04_12_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/11-tum04_12_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/11-tum04_12_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/12-tum04_12_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/12-tum04_12_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/13-tum04_13_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/13-tum04_13_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/13-tum04_13_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/17-tum04_13_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=3-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=2-l=4-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=3-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=3-l=4-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=3-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=2-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=2-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=2-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=2-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=3-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=3-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=4-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=4-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=5-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=5-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=6-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=6-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=2-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=2-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=3-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=3-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=4-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=4-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=5-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=5-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=6-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=6-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_05_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_04-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_04-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_05-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_05-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_06.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_09.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_10.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_11.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_12.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_13.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_14.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_15.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_16.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_17.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_18.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_19.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_20-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_20-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_21-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_21-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_22-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_22-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_03.coxiter;;;;;;false;true;;
